id,review,target
train_0,이런 최고의 영화를 이제서야 보다니,1
train_1,안봤지만 유승준나와서 비추.,0
train_2,시대를 못 따라간 연출과 촌스러운 영상미.,0
train_3,원소전 굿,1
train_4,ㅋㅋㅋㅋ 개봉영화평점단사람이1명 ㅋㅋㅋㅋ,1
train_5,실화라니 너무 가슴 아프다...,1
train_6,뭐야 이거ㅡㅡ폴 워커 믿고 볼 영화는 분질뿐인가,0
train_7,갑자기 생각나서 오늘 다시봤는데...역시...말이 필요 없네요,1
train_8,주님 사랑합니다. 행복합니다.,1
train_9,하드보일드 액션...그건 봐줄만 한데...스토리가 약해...그래서 설득력도 떨어지고,0
train_10,믿을수없어 이렇게 평점이 높다니ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
train_11,스토리가 좀 아쉽긴 하지만 나름 설레면서 봄,1
train_12,춘추전국시대에 공자를 비롯한 그 제자들이 어떤 삶을 살았고 어떤 삶을 살고자 했는지 절실하게 느낄 수 있었다.,1
train_13,공수창 감독ㅋㅋ알포인트로 살짝 말아먹고 gp506으로 시원하게말아먹어서 되돌아올수없는 구렁텅이로 운지ㅋㅋㅋ영화계에서 안보이니까 속이 다시원하네ㅋㅋㅋㅋ,0
train_14,엄청울었다 새엄마랑딸스토리넘슬펐음 영화도 특유의한국느낌제대로나게 잘만들었던데 평점이 너무낮다봄 8.2점정도가적절할듯,1
train_15,오백원준다니 일단 적어근데 보기전에 적으라는건 뭐냐ㅋㅋ보고나서적으라고 뜨던가,1
train_16,포스터의 눈빛.....하지만 아버진 우릴 사랑한단다,1
train_17,처음에는 낯설지만 볼수록 몰입되네요,1
train_18,억지감동 장애인에 대한 편견이 없었는데 오늘 이후로 생겼다. 장애인이 짜증난다 미쳐버릴거같다. 주인공이 좀비같았다.,0
train_19,역시 장근석은 일본영화도 참 잘찍는 멋진 배우다.,1
train_20,와우 지금 아이돌하나 섭외해서 리메이크해도 충분히 흥행할꺼야.,1
train_21,현실과 환각 사이를 오간다. 정신 없다.,0
train_22,와 젠장 이제 빌런들 다 죽었다,1
train_23,얼굴 시꺼먼게 먼 죄냥....,0
train_24,OOO기력 김남길 !!!,1
train_25,정말 대박 이네요 왜이제서야 봤을까 ..극장에서 봤으면 감동 두배,1
train_26,무턱대고 날라다닌다고 좋은 액션이 아니다. 스토리도 구성이 중요하듯 액션도 구성이 중요하다고 보는데 내기준엔 스토리뿐만 아니라 액션도 별로인듯,0
train_27,비스트 짱 ! 화이팅!,1
train_28,쓰레기영화인듯.개막장영화,0
train_29,"2015년에 본것중 최고 지루한 영화.장르가 판타지,코메디 라고 나오는데....백보 양보해서 판타지는 인정하는데 도대체 어디에 코메디가 있었는지? 헐리웃영화모든 장르서 다나오는 그 흔한 미국식 조크마져도 한번도 안나오던데.애초 감독의 의도를 모르겠다.",0
train_30,아오이유우에게 있어 아쉬운 영화.,0
train_31,대박....,1
train_32,"미안, 1편이 걸작이라 1편에 먹칠한 2편에게 2점 이상 주는건 범죄야 범죄",0
train_33,평점으로 장난하지마라.. 쓰레기들 80년대 미국공포영화 따라하기 급급한 스페인. 내용도엉망 연출도엉망 실제점수는 3점정도가 딱맞음,0
train_34,존나 내5천원내놔,0
train_35,댓글보니 조금 이해가 된다 두산을 비꼬우고자 한 의도를 사람들이 높이 평가한거구만,0
train_36,완전 기발하니 웃겨요 ㅋㅋㅋㅋ,1
train_37,정말 가슴 찡한 이야기였습니다. 어디 가도 이렇게 가족애가 따뜻한 드라마는 없을 것 같아요.,1
train_38,정신없는전개가 딱 일본 야오이순정만화 수준.흐름이끈겨몰입도안된다.,0
train_39,"1편도 별로였는데, 더 별로다 ㅡㅡ;",0
train_40,명작이다. 크리스틴 연기가 뇌리에 남는다. 비노쉬 역시 아름답고 배우로서 매력적이다. 감독의 천재성과 각본의 탁월함. 그리고 음악까지...계속 보고픈 명작이다.,1
train_41,정말이에요,0
train_42,귀여움 가득한 어른동화,1
train_43,심장이 터질 것 같아요. 너무도 사랑스러워서 미소가 줄곧 입에서 떠나질 않았습니다.,1
train_44,좁은공간에서 벌어지는 심리싸움과 생각지도 못한 반전에 놀람,1
train_45,난 혼자사는데 보면서 가족안에 있는 것 같은 따듯함이 느껴졌다. 끝나고도 여운이 한참이나 이어졌다.,1
train_46,신세한탄 영화. 솔직히 보기거북이토끼경주해서 누가이김?,0
train_47,난재미있었습니다~추천ㅋ,1
train_48,전형적인 일본 또라이사상의 쓰레기영화,0
train_49,전투력이 T1000 뺨치는 문정희. 분명 뒤졌는데 다시 살아난 불사조 전미선.. 이 영화에 나오는 여자들은 절대죽지 않는 좀비들임.,0
train_50,출연 배우가 아까울 정도의 어딘가 많이 어색하고 부조로운 영화,0
train_51,이거예전에상영햇던거아닌가용 잼께봤는데,1
train_52,이런 오글거리는 제목은 참 오랜만이다,0
train_53,시도는 좋았으나 후반에는 이것도 저것도 아닌 영화.,0
train_54,명작 ㅋㅋㅋㅋㅋ꼬맹이들 무술 실력이...,1
train_55,동굴씬에서의 임처하의 아름다움만으로도 이영화의 유치함은 빛난다,1
train_56,볼만한 트럭 액션 속의 밋밋한 캐릭터와 겉도는 배경음악.,0
train_57,지성이면 감천 끝났다! 신난다!,0
train_58,역시 역사는 잔인하다.,1
train_59,괜찮은소재 하지만 머리를 비우고 보시길...,0
train_60,이것은 1점이 아니다 11점을 주고싶은 내 간절한 마음이다,0
train_61,"50분정도 보다가 나왔는데,무슨내용인지잘몰랐던;약간 지루함;",0
train_62,신파로 자유의지의 당위성을 역설하려는 그 화법부터가 형용모순이다.,0
train_63,진짜 해도해도 너무한 영화. 이걸 돈주고 본게 정말 치욕적이다,0
train_64,평점은 믿을께 못된다는걸 다시금 증명한 영화,0
train_65,왜만든거야?,0
train_66,"이 영화 본 내 시간과 돈이 더 대단하다, 정말 OOO중 OOO",0
train_67,"임산부, 노약자 아니더라도 절대 관람불가",0
train_68,저는 굉장히 좋게 봤어요 과거 회상과 농촌의 잔잔함이 편안함을 안겨줬어요,1
train_69,"긴장감 넘침, 소련의 폐해도 동시에 볼수잇엇음",1
train_70,정말 나더러 어쩌라는 건지 알 수가 없다,0
train_71,해피엔딩이 아니라서 아쉬워 하는 사람들. 하지만 인생은 해피엔딩이 아닐때도 있다.,1
train_72,쩝 별한개보다 작은거없나..,0
train_73,사소한부분도 신경을 많이쓴 한국판 돈이울고있다.,1
train_74,저 훌륭한 배우들로 쓰레기를 만드는 재주.,0
train_75,라이브를 하실만큼들은 다 안되시는듯!,0
train_76,"노사관계론공부를하고나서보니 좀더와닿았고,미국의 다문화에대해 다시생각하게 해다",1
train_77,억지스런 면이 느껴지네요..,0
train_78,왕중왕전이라고하고 똑같이 따라부르는사람을 뽑는게아니고 노래잘하는 사람뽑는프로히든싱어? 차라리 히든 슈스케 라고 해라,0
train_79,어릴때 친구집에 VCR이 생기고나서 정말 테잎다늘어지도록 본영화가오싱이랑 터미네이터대 홍길동 이었는데....ㅎ,1
train_80,삼류인생들의 이야기 리얼하며 한편으론 재미있다,1
train_81,통속적이고 진부한 교훈.,0
train_82,퍼펙트 싱어 의도는 뭔지 알겠는데 음정 에만 온 정신이 쏠려있으니까 노래에 집중이 안됨,0
train_83,완벽에 가까운 드라마.,1
train_84,"최고다,, 요즘 미드는 시시하다,,",1
train_85,패러디 영화는 실패한다,0
train_86,이은미 '그녀이름은 DHR'에서 인상적으로 봐서 조금은 기대하고 봤는데.... 완전 개족보...,0
train_87,아무리 소피마르소가 좋아도 영화 평점은 객관적으로 줘야 하지 않을까?5점도 주기 아까운 영화. 평점 낮추려고 1점만 줌.,0
train_88,답도없고 철도 없던 그시절.. 잊고 있던 풋풋하고 설레였던 그때 그기억이 감성과 함께 생각나서 좋았습니다.,1
train_89,ost듣다가 영화도 보았습니다. 정말 감동적이고 좋았는데 성우가 조금 아쉬운 영화였습니다. 전문 성우를 썼었으면 더 애절했을텐데.,1
train_90,0점못주냐 ㅡㅡ 이제와서 평점매기는데 이영화보고 지금도 할리우드에서 판타지 냈다 하면 절대 안봄. 에라곤 보고 이걸 봐서 콤보데미지 처먹고 지금도 학창시절 트라우마로 남은 쓰레기영화,0
train_91,조금유치하지만 가볍게 볼수는 있는영화네요!,0
train_92,의사가 살인하는 마지막 장면...어쩌라고...@.@,0
train_93,하하하하하! 이런 영화도 있었군!!!!,1
train_94,개봉할때 영화관에서 보고 블루레이로 소장해서 몇번씩 재탕해서 봤습니다. 개인적으로 살면서 본 sf 영화중에 최고입니다. 특히 사운드가 미칠듯이 잘어울립니다.,1
train_95,이거 영화관에서 본사람??? 난 봤다..그것도 돈주고,1
train_96,"(구혜선감독이라는 편견을 버리면) <- 왜 다들 이런 생각을 하는지 모르겠다.. 구혜선감독이 영화만들면 이상한가?난 구혜선감독이 이라고 생각하면서 봤는데, 정말 훌륭했다...",1
train_97,개인적으로 서지석씨 팬이라 기대하고 봤는데 여자분 도저히 누구인지도 모르겠고 보면 볼수록 많이 헷갈려서요 다른사람한테서는 몰라도 저는 그다지 이 영화랑 취향이 틀린 것같아서 좀 지루했어요,0
train_98,별점 매겨달라하는것도 뻔뻔하게 느껴지는 쓰레기 드라마,0
train_99,죽은 시인의 사회가 느껴지는 감명 깊은 댄스영화!,1
train_100,ㅋㅋ오늘 티비에서 해줘서 평남기로오신분들많네. 진짜 최악이다 ㅋㅋ 연기도못하고..어떻게이런영활만들지 ㅋㅋ,0
train_101,사랑은 무죄,1
train_102,What a great drama!!!,1
train_103,Space Jason!!!!,0
train_104,뻔하고 이해하기 어렵다,0
train_105,소설 보고 기대했는데 긴장감도 없고 캐릭터를 너무 바꿔놨음,0
train_106,별점 하나도 주기싫은 영화,0
train_107,킴 베이신저 너무 이쁘고 연기도 잘 하네요...,1
train_108,즐겁게 본 성장 영화! 화이팅!,1
train_109,오늘 EBS에서 봤는데 재밌네요.,1
train_110,영화는 1점 휴잇땜에+3점,0
train_111,실화고 뭐고 영화가 재미가없네요,0
train_112,"주님 저를 당신의 도구로 써주소서. 위로받기 보다는 위로하며, 사랑받기 보다는 사랑하게 하소서. 제가 사랑받지 않음을 두려워 하지 않고, 언제나 사랑하게 하소서 아멘.",1
train_113,어제1보고 오늘2볼라고했는데 평점먼저봐서다행..어제의 1편을기억하고살아야지..,0
train_114,돈을 붓다....... 영화 별로에요....,0
train_115,홍승희 완전 대실망! 혼자 착한척 이쁜척! 노경이ㅇ버리고 탭태범이 를 선택하다니! 나 이제 안봐,0
train_116,윤아가말이되나요제발다시생각해주길바래요ㅜ진짜연기자다운사람으로진짜어딜윤아가 .. .. 제발거짓말이라고해줘요,0
train_117,영화에 정신이 말려드는 느낌ㅌㅋㅋㅋ,0
train_118,호 반장님이 과거엔 범죄자였는데 개과천선한건가? ㅋㅋㅋ,1
train_119,소재는좋았는데..너무지루했다,0
train_120,스토리는 전편에 비해 현저히 떨어지나 액션 그자체는 손색이 없다.,1
train_121,갈수록 질질 끄는게 짜증남 너무 돌리고 돌리고... 좀 더 깔끔하게 진행시켜라,0
train_122,충무로한국영화알바있는거확신했다 평점이 오점대라니!!,0
train_123,내인생 최고의 명작 시리즈,1
train_124,여자친구랑 보는데 무슨화장실에같혀서 찾는거밖에안나와 돈 아까워,0
train_125,이 영화보고 당뇨병과 고혈압을 완치할수 있었습니다.,1
train_126,간만에 제대로 된 영화본듯 정말 감동적이다.,1
train_127,이렇게 신나는 가족이야기가 또 있을까??^^,1
train_128,생각보다 너무 재밌어서 놀랬다,1
train_129,"3번봤음. 볼때 마다 재밌음. .꼭 추천해주고 싶은 영화입니다. 개봉한지 오래되었지만, 평점 남김.",1
train_130,성룡영화중 최악 .. 차라리 러시아워가 훨씬 나음,0
train_131,간만에 재밌는 뱀파이어 영화. 그 유명한 프리즌 브레이크의 마이클이 완전 두꺼운 안경을 쓰고 인턴으로 단역으로 나온다. 첨엔 못 알아볼 정도 약간 촌티가 나지만 역시 섹쉬~한 마이클 스코필드,1
train_132,시사회보다가 뛰쳐나왔는데;;;대체 코미디랑멜로는어디에;,0
train_133,괴수영화는 단순무식해야 하거늘,0
train_134,음악은 사회에 어떻게 봉헌할 수 있는가를 보여주는 멋진 프로젝트!!!!,1
train_135,재미없다,0
train_136,허수아비들이 권투선수네,0
train_137,PTA감독 좋아하긴 하는데 이영화는 좀... 너무 난해한건지 재미가 없는건지 별로였음. 8점대는 아닌거같음,0
train_138,지금 만나러 갑니다 ....,1
train_139,아ㅋㅋ그저꼐 시혐기간에 누나랑 모르고봤는데 진짜 완전재밌게봣어요 ㅋㅋㅋㅋㅋ,1
train_140,아 나도 사랑하고싶다...,1
train_141,아이들 영화지만 속내는 어른들 영화,1
train_142,재미있음..ㅋㅋ,1
train_143,잔잔하고 따뜻하면서 살짝 유치하지만 발랄해요. 흑인 소녀가 주인공이네요. 가벼운 가족영화 보고 싶을때 딱입니다!!,1
train_144,"예상은 했으나, 시간때우기로도 아까운 영화 .",0
train_145,유쾌한 영화ㅎ 모모코도 예쁨~,1
train_146,신나고 우습고 씁쓸하고 짠하다. 빛나는 이정현을 보니 배우는 감독을 잘 만나야 돼.,1
train_147,지루하진 않았지만 별로..,0
train_148,이건아니다 진짜 ㅡㅡ,0
train_149,일본인 특유 오바하는 종특이 별로다...무슨 그렇게 대단한 의미가 있을거라고 기대하는 팬이나 거기에 맞출려고 발버둥치는 제작진들의 모습이 보인다,0
train_150,영혼이숨쉬는노래역시조용필형님,1
train_151,지금까지본외화중에최악...하지만볼만함,0
train_152,조지가 귀엽네ㅋㅋ,1
train_153,네이버 평점은 믿을게 못된다.,0
train_154,그나마 유승호연기가 볼만함,0
train_155,역사보다 그냥 막장 치정극(베드신)에만 치중(?)한 듯...출연한 배우들의 연기가 아깝다...,0
train_156,성룡 영화중 가장 어설픈 것 같은데요..,0
train_157,이영화때문에 아직까지 스타일잘바꾸는 여자가 이상형이라는거,1
train_158,동서양문화적차이;오히려더글라스가불쌍함여자가 거기서총을쏜건어이없음ㅋ결말이부실,0
train_159,10점 만점에 100만점정도 됨. 진심임,1
train_160,감동적이고 통쾌하고 유쾌한 해피엔딩!!멋진 퀴어영화,1
train_161,와 순정마초 개쩐다 멋지심,1
train_162,너무나 간절하고 절실한 사랑의 외침! 오래만에 가슴이 저렸다,1
train_163,정말 최고의 영화다..................,1
train_164,이 영화 본 후 '국화꽃 향기'는 더이상 신파가 아니었다.,0
train_165,결국 그렇고 그런 영화,0
train_166,악도이란 신선함과 유쾌함,1
train_167,내가 태어난 해에 나온 영화 ㅋㅋ 이 영화를 이제야 보다니 10점도 부족하다~,1
train_168,이런 영화 잘안봤는데..내용이 잼있네요...여주인공 청순돋네요~~흐흐,1
train_169,마지막에 성모 마리아를 찾아내는 장면은 정말..,1
train_170,일점도주기싫은영화...영화왠만하면다재밌게보는편인데 보다가하품하며자버린영화는처음.,0
train_171,조금 늦게 나와야 했었어,1
train_172,악평글을 지인 총동원해 쓰는거같은 글들도 있는듯~~ 힘내세요.~~ 걍 무시하는게 최고인듯,1
train_173,"뻔한 애기, 뻔한 스토리, 전혀 개연성 없는 각본, 뭣 하나 칭찬 할 것이 없는 미국에 의한, 미국을 위한, 미국의 영화...잭이 라이언의 액션이 진짜라면 우리나라 해병대 나온 사람들 모두 날라 다니겠다.ㅋㅋ",0
train_174,터미네이터 못지 않은 카리스마와 많지 않은 대사로도 충분히 내면을 보여준 러셀의 연기~훈훈한 마무리도 좋았다.,1
train_175,"영화자체는 솔직히 6~7점 정도인데 소피 마르소 미모때문에 10점 줌ㅋ 인간적으로 저때 소피 마르소는 너무 사랑스럽다, 인형같아",1
train_176,이영화너무좋음몇년전부터벌써4번째봄ㅎㅎㅎ,1
train_177,마음이 따뜻해지는 영화,1
train_178,킬링타임용으로 볼만했고만 평점이 왜 이래? ㅡ ㅡ,1
train_179,완정 재미있어요 짜릿짜릿,1
train_180,첨에 좀비 어찌고 저찌고 아무튼 보면 개후회하는 영화,0
train_181,잼이떠여,1
train_182,우연히보게되었는데 계속 보니까 너무 좋더라구요.,1
train_183,장예모감독 영화 좋아하는 분께 강추,1
train_184,앤의 옛날성우가 그리웠다.. 조금만 더 차분한 목소리였으면 ㅠ,0
train_185,"사람을 섬기는 자, 세상을 얻는다.",1
train_186,다른분들처럼 저역시 메리다 목소리가 넘 거슬리네요~메리다 더빙을 성우분이 하셨다면 느낌이 많이 달랐을 것 같아 많이 아쉽네요....,0
train_187,언제 끝나나 기다려지는 영화. 암담한 현실속의 삶을 그냥 조용히 보여주는 밋밋함. 말만 많은 우디알렌식 지겹다.,0
train_188,80년대또하나의~실베스타스텔론형님의 명작^-^,1
train_189,매운탕 끓여먹어 버릴라,0
train_190,밑에분 말에 완전 공감....,1
train_191,대박 영화이군요. 오랫만에 정말 재미없는 영화 관람했습니다. 감독이 영화 처음 만들어나 할 정도의 영화입니다. 헐리우드 액션에 스릴러는 좀 따라할려고 하는것 같지만 결과적으로 이도 저도 아닙니다. 스토리 구성이나 액션이나 모두 잘 안된것 같군요.,0
train_192,먼 얘기고 재미도 흥도 없네,0
train_193,권상우는 역시 안된다. 무조건 오버한다고 연기 되나,0
train_194,이건뭐....말이필요없지,1
train_195,"서유리 우유통 볼려고 사기당한 1인임..뭐반신반의 했으나 OO 안나옴..다 대역..게다가 스토리는 말도안됨..짱개,전기세,관리비 6개월이나 미뤄주는데가 어디있음?주인공섀키 똥 뿌직 개짜증",0
train_196,내용은 좋으나 좀 지루한영화.,0
train_197,영국판 밴드오브 브라더스. 하지만 그 이상이라고 말해주고 싶다.,1
train_198,말 할 거 있 나?,0
train_199,여자 섹시하네..,0
train_200,아내시간..,0
train_201,지금은 평점생각보다 높아서 옛날엔 몇점인지 모르겠는데 극중황정민 이름이 홍진호라서 평점낮춘거임. 역시롱은 까야제맛!지금은 평점생각보다 높아서 옛날엔 몇점인지 모르겠는데 극중황정민 이름이 홍진호라서 평점낮춘거임. 역시롱은 까야제맛!,0
train_202,솔직히 이만한 영화 찾아봐도 없다,1
train_203,그저 그랬어요 ㅎ,0
train_204,베를린보다 100배 잼있다. 그런데 고소영은 미스 인정!,1
train_205,완전황당 방금장님된 사람한테 총든2놈이 죽는다,0
train_206,뭐 있는 척 만 하다가 끝나는 영화. 척좀 하지말자 . 아무 것도 없으면 그냥 없다고 해.,0
train_207,ㅜㅜ기대없이 봤는데 너무 슬펐음,1
train_208,와 이딴 쓰레기영화 만들 돈으로 사회에 기부해라...,0
train_209,말이필요읍어,0
train_210,영화가 하고자 하는 얘기를 잔잔하게 들려주는 영화,1
train_211,유치하고 손발이오그라들어 못봐줄지경,0
train_212,이 영화 걍 노답 ㅋㅋㅋㅋ,0
train_213,재미 없네요.,0
train_214,별한개도 아깝다. 갈수록 개판이네.. 어이가 없다.,0
train_215,무죄라는 가정하에 유죄임을 밝혀야 한다! presumed innocent,1
train_216,중딩때 토요명화에서 보고...다시 비디오가게가서 빌려본...영화 ㅜㅜ,1
train_217,대단한 감동을 준영화입니다.,1
train_218,일본최고의 성우 메구미가 나왔으니 10점,1
train_219,아니 며느리 시집살이 얼마나 됐다고 멤버를 바꾸나요 작가님 이혼급중률에 동의하심?,0
train_220,즐ㄹㅋ,0
train_221,향수를 불러일으키는 90년대 영화 중 하나,1
train_222,중년 이후의 삶에 대한 성찰을 돕는 무지무지 좋은 영화. 삶을 돌아보고 싶은 분들은 꼭 보시기 바람,1
train_223,"도전을 했고 그 도전이 좌절된 사람들이라면 대다수가 공감 가능한 다큐. 실패한 것에 대한 아쉬움은 남지만, 후회는 없다.",1
train_224,인간의 만행에 대해서 다시 한번 생각하게 하는 영화!!,1
train_225,the roles play very real touching,1
train_226,참으로 만만한 신들이로다..,0
train_227,paris texas의 1/10수준도 안되는것 같습니다 TT,0
train_228,정말 재미없음,0
train_229,결코 주연급에 맞지 않는 안재모,0
train_230,마무리가 좀 어이없는 것 빼곤 아주 훌륭,1
train_231,나이것보고있다 지금..,1
train_232,이런영화에 노출을 하시다니..너무 아깝네요..다큐멘터리..아니면 디워가 더 나은거 같..,0
train_233,영화보면서 딴 짓을 하게 만드는 영화,0
train_234,이성재 너무열심히하네 허허 찰싹찰싹 찰지네,0
train_235,인생에서 일케 개연성없고 재미도없고 감동도없는건 첨이네 최고다,0
train_236,"많은 사람들이 이 다큐를 보고 우리나라 슬픈 현대사의 한 단면에 대해 깊이 생각하고 사죄하고 바로 잡기 위해 노력했으면 합니다. 말로만 듣던 보도연맹, 그 민간인 학살이 이정도 일 줄이야. 이건 명백한 살인입니다. 살인자들은 다 어디있나요?",1
train_237,뭐하자는 플레이냐..,0
train_238,마지막에 소름과 전율이..,1
train_239,끝까지 봤긴한데 전혀 이해가 안되...,0
train_240,포스터만 보면 재미있어 보이지만 내용은 감독을 죽이고 싶은 내용,0
train_241,SF가 B급일때 얼마나 안습이 되는지 보여주는 영화,0
train_242,왜!! 한국공포 스릴러 폰 이후 획기적인 영화가 나오지 않는가??,0
train_243,전세계적으로 다보는 방송에 아무리 소재가 없다고 아이들이 생선눈알 산낙지먹는 방송을 하다니. 정말 실망스럽네요.,0
train_244,시간의 흘러감이 너무도 안타까웠던 영화。,1
train_245,정말 기대 않 했는데 않하는게 남. 진심 재미없음.,0
train_246,이제그만~뭔OOO같은똑같은내용을 뭐가재밌다고?며칠을우려먹는지재방틀어도모르겟네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
train_247,레알강추................................너무 감동적입니다..........ㅜㅜ,1
train_248,오랫만에 소리내서 웃는 영화였음,1
train_249,이건뭐 알지않는가 이런스탈 좋아하면 최고다최고 ㅋㅋㅋ,1
train_250,왜이제봤을까요 감성돋는 굿초이스~,1
train_251,픽사 영화에서 가장 명작은 업의 오프닝이다,1
train_252,전쟁의 아픔을 알게해주는 작품,1
train_253,완전한 절제의 미학이다... 마지막 장면에서 오는 따뜻함..,1
train_254,하나도 안웃다가 막판에 대포 쏠때 빵터지고 활 쏠때 자지러 졌다..,0
train_255,평점에속다..아..패킷아까워..벌거벗고다니는OOO 궁디빼곤볼게엄네요..버렸어영..,0
train_256,'천사를 보았다'를 보는 것 같았다.인간에게는 털끝 만큼의 양심이 남아있다는 것과 돈이 모든 죄악을 포함하는 것을 느낄수 있다. 마지막에 여자가 의미가 담긴 표정으로 운전 하는 장면이 제일 인상 깊다. 굳이 복수 안하더라도 심판 받게 될 운명을보여줌.,1
train_257,박중훈과 차태현의 만남은 참 재미있네 ㅋㅋ 투가이즈에서도 재미있고 여기에서도 참웃겼음 ㅋㅋ,1
train_258,내가 끝까지 봤기때문에 2점. 14kg을 왜 찌웠을까. 차라리 다큐를 찍지.,0
train_259,난 이 영화가 홍상수감독님 영화중에선 제일 재밌게 본 영화,1
train_260,"고등학생들이 만든 영화보다 못할꺼같은데...야하지도 않고, 재밌지도 않고, 감동도 없고, 무언가 임팩트도 없고...관객을 무시하는 듯한 영화",0
train_261,눈물도 있고 웃음도 있고 괜찮았던 영화~,1
train_262,아니 이게 재미 없다고??,1
train_263,다니엘루이스와 아역인 휴오코너의 연기력도 좋고 전체적인 영화도 담백하다,1
train_264,이런영화보면 정신이 피폐해지는듯 좀비영화같은거보다더,0
